"otu","kingdom","phylum","class","order","family","genus"
"Otu1803","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylocystaceae","Methylocystis"
"Otu1804","Bacteria","Proteobacteria","Alphaproteobacteria","","","Geminicoccus"
"Otu1805","Bacteria","Actinobacteria","Actinobacteria","Catenulisporales","Actinospicaceae","Actinospica"
"Otu1806","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Granulicella"
"Otu1807","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Desmospora"
"Otu1808","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Geofilum"
"Otu1809","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microtetraspora"
"Otu1810","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Kofleriaceae","Haliangium"
"Otu1811","Archaea","Candidatus_Korarchaeota","","","","Candidatus_Korarchaeum"
"Otu1812","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella"
"Otu1813","Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Hydrogenobaculum"
"Otu1814","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurella"
"Otu1815","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Otu1816","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Saprospiraceae","Lewinella"
"Otu1817","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharothrix"
"Otu1818","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Haliea"
"Otu1819","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanococcoides"
"Otu1820","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"Otu1821","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria"
"Otu1822","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloquadratum"
"Otu1823","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halotalea"
"Otu1824","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Paludibacter"
"Otu1825","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Saccharopolyspora"
"Otu1826","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella"
"Otu1827","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Trichormus"
"Otu1828","Bacteria","Chlorobi","Chlorobia","Chlorobiales","Chlorobiaceae","Pelodictyon"
"Otu1829","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Thermovirga"
"Otu1830","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium"
"Otu1831","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halolactibacillus"
"Otu1832","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Lacimicrobium"
"Otu1833","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Dyadobacter"
"Otu1834","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zobellia"
"Otu1835","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Nisaea"
"Otu1836","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","","Caedibacter"
"Otu1837","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Halalkalibacillus"
"Otu1838","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria"
"Otu1839","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Plesiocystis"
"Otu1840","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfatitalea"
"Otu1841","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","Methylibium"
"Otu1842","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Citricoccus"
"Otu1843","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Synergistes"
"Otu1844","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Mannheimia"
"Otu1845","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae","Carboxydothermus"
"Otu1846","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas"
"Otu1847","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Methyloversatilis"
"Otu1848","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Planktomarina"
"Otu1849","Bacteria","Chloroflexi","Ardenticatenia","Ardenticatenales","Ardenticatenaceae","Ardenticatena"
"Otu1850","Bacteria","Firmicutes","Limnochordia","Limnochordales","Limnochordaceae","Limnochorda"
"Otu1851","Bacteria","Cyanobacteria","","Chroococcales","","Acaryochloris"
"Otu1852","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Hyphomonas"
"Otu1853","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"Otu1854","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter"
"Otu1855","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Tanticharoenia"
"Otu1856","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfococcus"
"Otu1857","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria"
"Otu1858","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Dokdonia"
"Otu1859","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Waddliaceae","Waddlia"
"Otu1860","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Oscillochloridaceae","Oscillochloris"
"Otu1861","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius"
"Otu1862","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Carnimonas"
"Otu1863","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"Otu1864","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus"
"Otu1865","Bacteria","Cyanobacteria","","Oscillatoriales","","Leptolyngbya"
"Otu1866","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Hydrogenovibrio"
"Otu1867","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Flexilinea"
"Otu1868","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"Otu1869","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Candidatus_Schmidhempelia"
"Otu1870","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia"
"Otu1871","Bacteria","Cyanobacteria","","Oscillatoriales","","Planktothrix"
"Otu1872","Bacteria","Acidobacteria","Solibacteres","Solibacterales","Solibacteraceae","Candidatus_Solibacter"
"Otu1873","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola"
"Otu1874","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","","Candidatus_Azobacteroides"
"Otu1875","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Riemerella"
"Otu1876","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium"
"Otu1877","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Zavarzinella"
"Otu1878","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Rubritepida"
"Otu1879","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella"
"Otu1880","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Hallella"
"Otu1881","Bacteria","Cyanobacteria","","Oscillatoriales","","Oscillatoria"
"Otu1882","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Blastomonas"
"Otu1883","Bacteria","Planctomycetes","Planctomycetia","Candidatus_Brocadiales","Candidatus_Brocadiaceae","Candidatus_Brocadia"
"Otu1884","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter"
"Otu1885","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Otu1886","Bacteria","Cyanobacteria","","Chroococcales","","Microcystis"
"Otu1887","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Stappia"
"Otu1888","Bacteria","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae","Halonatronum"
"Otu1889","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Picrophilaceae","Picrophilus"
"Otu1890","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Bergeyella"
"Otu1891","Bacteria","Cyanobacteria","","Oscillatoriales","","Lyngbya"
"Otu1892","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"Otu1893","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zhouia"
"Otu1894","Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae","Holophaga"
"Otu1895","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Salinarchaeum"
"Otu1896","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Yonghaparkia"
"Otu1897","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Microbispora"
"Otu1898","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia"
"Otu1899","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Tatlockia"
"Otu1900","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halorubrum"
"Otu1901","Bacteria","Cyanobacteria","","Chroococcales","","Geminocystis"
"Otu1902","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Salinarimonas"
"Otu1903","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Simkaniaceae","Simkania"
"Otu1904","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Candidatus_Regiella"
"Otu1905","Bacteria","Thermodesulfobacteria","Thermodesulfobacteria","Thermodesulfobacteriales","Thermodesulfobacteriaceae","Thermodesulfobacterium"
"Otu1906","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes"
"Otu1907","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"Otu1908","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Steroidobacter"
"Otu1909","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pelagibacterium"
"Otu1910","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Niabella"
"Otu1911","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Chitinilyticum"
"Otu1912","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Beijerinckia"
"Otu1913","Bacteria","Cyanobacteria","","Chroococcales","","Cyanothece"
"Otu1914","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga"
"Otu1915","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter"
"Otu1916","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Flexistipes"
"Otu1917","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Denitrobacterium"
"Otu1918","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Frateuria"
"Otu1919","Bacteria","Proteobacteria","Betaproteobacteria","Hydrogenophilales","Hydrogenophilaceae","Thiobacillus"
"Otu1920","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Rheinheimera"
"Otu1921","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Azorhizobium"
"Otu1922","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Kangiella"
"Otu1923","Bacteria","Proteobacteria","Deltaproteobacteria","Syntrophobacterales","Syntrophorhabdaceae","Syntrophorhabdus"
"Otu1924","Bacteria","Deinococcus","Deinococci","Thermales","Thermaceae","Thermus"
"Otu1925","Bacteria","Cyanobacteria","","Chroococcales","","Aphanocapsa"
"Otu1926","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Candidatus_Photodesmus"
"Otu1927","Bacteria","Firmicutes","Clostridia","Clostridiales","Oscillospiraceae","Oscillibacter"
"Otu1928","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfohalobiaceae","Desulfonatronospira"
"Otu1929","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Parascardovia"
"Otu1930","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Indibacter"
"Otu1931","Bacteria","Cyanobacteria","","Chroococcales","","Chamaesiphon"
"Otu1932","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Otu1933","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Prosthecomicrobium"
"Otu1934","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides"
"Otu1935","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter"
"Otu1936","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Brackiella"
"Otu1937","Bacteria","Acidobacteria","Blastocatellia","","","Chloracidobacterium"
"Otu1938","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Kerstersia"
"Otu1939","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nereida"
"Otu1940","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea"
"Otu1941","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Leifsonia"
"Otu1942","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Lelliottia"
"Otu1943","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Colwellia"
"Otu1944","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Arcobacter"
"Otu1945","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agrococcus"
"Otu1946","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Grimontia"
"Otu1947","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sediminibacter"
"Otu1948","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Deferribacter"
"Otu1949","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","Thiomonas"
"Otu1950","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Thauera"
"Otu1951","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Varibaculum"
"Otu1952","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Bizionia"
"Otu1953","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Anaerophaga"
"Otu1954","Bacteria","Cyanobacteria","Gloeobacteria","Gloeobacterales","","Gloeobacter"
"Otu1955","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina"
"Otu1956","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Conexibacteraceae","Conexibacter"
"Otu1957","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma"
"Otu1958","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"Otu1959","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halolamina"
"Otu1960","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum"
"Otu1961","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta"
"Otu1962","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryobacterium"
"Otu1963","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Gordoniaceae","Gordonia"
"Otu1964","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Rubinisphaera"
"Otu1965","Bacteria","Actinobacteria","Actinobacteria","","","Thermobispora"
"Otu1966","Bacteria","Actinobacteria","Actinobacteria","Glycomycetales","Glycomycetaceae","Glycomyces"
"Otu1967","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia"
"Otu1968","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Ancylobacter"
"Otu1969","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium"
"Otu1970","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Paucisalibacillus"
"Otu1971","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Otu1972","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Caenispirillum"
"Otu1973","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula"
"Otu1974","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermofilaceae","Thermofilum"
"Otu1975","Bacteria","Proteobacteria","Betaproteobacteria","Sulfuricellales","Sulfuricellaceae","Sulfuricella"
"Otu1976","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Bacteriovorax"
"Otu1977","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Chitinophagaceae","Niastella"
"Otu1978","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Yaniella"
"Otu1979","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Citrobacter"
"Otu1980","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Sorangium"
"Otu1981","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methermicoccaceae","Methermicoccus"
